ZEIT;AA  _TEM;AA  _ETP;AA  _IZP;AA  _TRA;AA  _EVA;AA  _ETA;AA  _SCH;AA  _NIE;AA  _NEF;AA  _QOB;AA  _QBA;AA  _QIN;AA  _1AB;AA  _BOF;AE  _TEM;AE  _ETP;AE  _IZP;AE  _TRA;AE  _EVA;AE  _ETA;AE  _SCH;AE  _NIE;AE  _NEF;AE  _QOB;AE  _QBA;AE  _QIN;AE  _1AB;AE  _BOF;AB  _TEM;AB  _ETP;AB  _IZP;AB  _TRA;AB  _EVA;AB  _ETA;AB  _SCH;AB  _NIE;AB  _NEF;AB  _QOB;AB  _QBA;AB  _QIN;AB  _1AB;AB  _BOF;AC  _TEM;AC  _ETP;AC  _IZP;AC  _TRA;AC  _EVA;AC  _ETA;AC  _SCH;AC  _NIE;AC  _NEF;AC  _QOB;AC  _QBA;AC  _QIN;AC  _1AB;AC  _BOF;AD  _TEM;AD  _ETP;AD  _IZP;AD  _TRA;AD  _EVA;AD  _ETA;AD  _SCH;AD  _NIE;AD  _NEF;AD  _QOB;AD  _QBA;AD  _QIN;AD  _1AB;AD  _BOF;S0  _1ZU;S0  _1AB;S0  _WSP;S0  _  v;S1  _1ZU;S1  _1AB;S1  _WSP;S1  _  v;S2  _1ZU;S2  _1AB;S2  _WSP;S2  _  v;S3  _1ZU;S3  _1AB;S3  _WSP;S3  _  v
14.02.1959 00:00;3.188;0.25;0;0;0;0.25;0;0;0;0;0.084;0;0.084;0;3.188;0.25;0;0;0;0.25;0;0;0;0;0.066;0;0.066;0;3.188;0.25;0;0;0;0.25;0;0;0;0;0.054;0;0.054;0;3.188;0.25;0;0;0;0.25;0;0;0;0;0.102;0;0.102;0;3.188;0.25;0;0;0;0.25;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
15.02.1959 00:00;2.9;0.251;0;0;0;0.251;0;0;0;0;0.084;0;0.084;0;2.9;0.251;0;0;0;0.251;0;0;0;0;0.066;0;0.066;0;2.9;0.251;0;0;0;0.251;0;0;0;0;0.054;0;0.054;0;2.9;0.251;0;0;0;0.251;0;0;0;0;0.102;0;0.102;0;2.9;0.251;0;0;0;0.251;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
16.02.1959 00:00;2.4;0.244;0;0;0;0.244;0;0;0;0;0.084;0;0.084;0;2.4;0.244;0;0;0;0.244;0;0;0;0;0.066;0;0.066;0;2.4;0.244;0;0;0;0.244;0;0;0;0;0.054;0;0.054;0;2.4;0.244;0;0;0;0.244;0;0;0;0;0.102;0;0.102;0;2.4;0.244;0;0;0;0.244;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
17.02.1959 00:00;1.987;0.182;0;0;0;0.182;0;0;0;0;0.084;0;0.084;0;1.987;0.182;0;0;0;0.182;0;0;0;0;0.066;0;0.066;0;1.987;0.182;0;0;0;0.182;0;0;0;0;0.054;0;0.054;0;1.987;0.182;0;0;0;0.182;0;0;0;0;0.102;0;0.102;0;1.987;0.182;0;0;0;0.182;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
18.02.1959 00:00;2.625;0.144;0;0;0;0.144;0;0;0;0;0.084;0;0.084;0;2.625;0.144;0;0;0;0.144;0;0;0;0;0.066;0;0.066;0;2.625;0.144;0;0;0;0.144;0;0;0;0;0.054;0;0.054;0;2.625;0.144;0;0;0;0.144;0;0;0;0;0.102;0;0.102;0;2.625;0.144;0;0;0;0.144;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
19.02.1959 00:00;3.894;0.108;0;0;0;0.108;0;0;0;0;0.084;0;0.084;0;3.894;0.108;0;0;0;0.108;0;0;0;0;0.066;0;0.066;0;3.894;0.108;0;0;0;0.108;0;0;0;0;0.054;0;0.054;0;3.894;0.108;0;0;0;0.108;0;0;0;0;0.102;0;0.102;0;3.894;0.108;0;0;0;0.108;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
20.02.1959 00:00;4.575;0.157;0;0;0;0.157;0;0.137;0;0;0.084;0;0.084;0;4.575;0.157;0;0;0;0.157;0;0.069;0;0;0.066;0;0.066;0;4.575;0.157;0;0;0;0.157;0;0;0;0;0.054;0;0.054;0;4.575;0.157;0;0;0;0.157;0;0.007;0;0;0.102;0;0.102;0;4.575;0.157;0;0;0;0.157;0;0.048;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
21.02.1959 00:00;2.156;0.206;0;0;0;0.206;0;3.088;0.671;0.057;0.084;0;0.141;0;2.156;0.206;0;0;0;0.206;0;3.104;0.645;0.043;0.066;0;0.11;0;2.156;0.206;0;0;0;0.206;0;3.369;0.76;0.038;0.054;0;0.092;0;2.156;0.206;0;0;0;0.206;0;3.283;0.716;0.063;0.102;0;0.165;0;2.156;0.206;0;0;0;0.206;0;2.387;0.466;0.047;0.112;0;0.159;0;0.159;0.112;0;            NaN;0.369;0.268;0;            NaN;0.378;0.335;0;            NaN;0.476;0.419;0;            NaN
22.02.1959 00:00;0.244;0.224;0;0;0;0.224;0;1.437;0.359;0.049;0.084;0;0.133;0;0.244;0.224;0;0;0;0.224;0;1.424;0.356;0.038;0.066;0;0.104;0;0.244;0.224;0;0;0;0.224;0;1.531;0.383;0.035;0.054;0;0.089;0;0.244;0.224;0;0;0;0.224;0;1.491;0.373;0.064;0.102;0;0.166;0;0.244;0.224;0;0;0;0.224;0;1.075;0.269;0.048;0.112;0;0.16;0;0.16;0.159;0;            NaN;0.414;0.369;0;            NaN;0.473;0.378;0;            NaN;0.511;0.476;0;            NaN
23.02.1959 00:00;2.994;0.178;0;0;0;0.178;0;0.042;0;0.012;0.084;0;0.096;0;2.994;0.178;0;0;0;0.178;0;0.061;0;0.009;0.066;0;0.075;0;2.994;0.178;0;0;0;0.178;0;0.069;0;0.01;0.054;0;0.065;0;2.994;0.178;0;0;0;0.178;0;0.069;0;0.022;0.102;0;0.124;0;2.994;0.178;0;0;0;0.178;0;0.062;0;0.015;0.112;0;0.127;0;0.127;0.16;0;            NaN;0.349;0.414;0;            NaN;0.49;0.473;0;            NaN;0.569;0.511;0;            NaN
24.02.1959 00:00;3.3;0.192;0;0;0;0.192;0;0.006;0;0.001;0.084;0;0.086;0;3.3;0.192;0;0;0;0.192;0;0.022;0;0.001;0.066;0;0.067;0;3.3;0.192;0;0;0;0.192;0;0.031;0;0.001;0.054;0;0.055;0;3.3;0.192;0;0;0;0.192;0;0.031;0;0.003;0.102;0;0.105;0;3.3;0.192;0;0;0;0.192;0;0.028;0;0.002;0.112;0;0.114;0;0.114;0.127;0;            NaN;0.288;0.349;0;            NaN;0.416;0.49;0;            NaN;0.575;0.569;0;            NaN
25.02.1959 00:00;4.244;0.267;0;0;0;0.267;0;0;0;0;0.084;0;0.084;0;4.244;0.267;0;0;0;0.267;0;0;0;0;0.066;0;0.066;0;4.244;0.267;0;0;0;0.267;0;0;0;0;0.054;0;0.054;0;4.244;0.267;0;0;0;0.267;0;0;0;0;0.102;0;0.102;0;4.244;0.267;0;0;0;0.267;0;0;0;0;0.112;0;0.112;0;0.112;0.114;0;            NaN;0.271;0.288;0;            NaN;0.354;0.416;0;            NaN;0.5;0.575;0;            NaN
26.02.1959 00:00;6.069;0.257;0;0;0;0.257;0;0;0;0;0.084;0;0.084;0;6.069;0.257;0;0;0;0.257;0;0;0;0;0.066;0;0.066;0;6.069;0.257;0;0;0;0.257;0;0;0;0;0.054;0;0.054;0;6.069;0.257;0;0;0;0.257;0;0;0;0;0.102;0;0.102;0;6.069;0.257;0;0;0;0.257;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.269;0.271;0;            NaN;0.337;0.354;0;            NaN;0.439;0.5;0;            NaN
27.02.1959 00:00;7.425;0.228;0;0;0;0.228;0;0;0;0;0.084;0;0.084;0;7.425;0.228;0;0;0;0.228;0;0;0;0;0.066;0;0.066;0;7.425;0.228;0;0;0;0.228;0;0;0;0;0.054;0;0.054;0;7.425;0.228;0;0;0;0.228;0;0;0;0;0.102;0;0.102;0;7.425;0.228;0;0;0;0.228;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.269;0;            NaN;0.335;0.337;0;            NaN;0.421;0.439;0;            NaN
28.02.1959 00:00;8.075;0.155;0;0;0;0.155;0;0;0;0;0.084;0;0.084;0;8.075;0.155;0;0;0;0.155;0;0;0;0;0.066;0;0.066;0;8.075;0.155;0;0;0;0.155;0;0;0;0;0.054;0;0.054;0;8.075;0.155;0;0;0;0.155;0;0;0;0;0.102;0;0.102;0;8.075;0.155;0;0;0;0.155;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.421;0;            NaN
01.03.1959 00:00;9.163;0.078;0;0;0;0.078;0;0;0;0;0.084;0;0.084;0;9.163;0.078;0;0;0;0.078;0;0;0;0;0.066;0;0.066;0;9.163;0.078;0;0;0;0.078;0;0;0;0;0.054;0;0.054;0;9.163;0.078;0;0;0;0.078;0;0;0;0;0.102;0;0.102;0;9.163;0.078;0;0;0;0.078;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
02.03.1959 00:00;9.394;0.221;0;0;0;0.221;0;0;0;0;0.084;0;0.084;0;9.394;0.221;0;0;0;0.221;0;0;0;0;0.066;0;0.066;0;9.394;0.221;0;0;0;0.221;0;0;0;0;0.054;0;0.054;0;9.394;0.221;0;0;0;0.221;0;0;0;0;0.102;0;0.102;0;9.394;0.221;0;0;0;0.221;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
03.03.1959 00:00;8.681;0.271;0;0;0;0.271;0;1.251;0.176;0.015;0.084;0;0.099;0;8.681;0.271;0;0;0;0.271;0;1.54;0.329;0.022;0.066;0;0.088;0;8.681;0.271;0;0;0;0.271;0;1.787;0.447;0.022;0.054;0;0.076;0;8.681;0.271;0;0;0;0.271;0;1.767;0.442;0.039;0.102;0;0.141;0;8.681;0.271;0;0;0;0.271;0;1.678;0.4;0.04;0.112;0;0.152;0;0.152;0.112;0;            NaN;0.329;0.268;0;            NaN;0.357;0.335;0;            NaN;0.434;0.419;0;            NaN
04.03.1959 00:00;6.613;0.32;0;0;0;0.32;0;1.153;0.288;0.029;0.084;0;0.114;0;6.613;0.32;0;0;0;0.32;0;1.477;0.369;0.032;0.066;0;0.098;0;6.613;0.32;0;0;0;0.32;0;1.706;0.427;0.031;0.054;0;0.085;0;6.613;0.32;0;0;0;0.32;0;1.697;0.424;0.057;0.102;0;0.159;0;6.613;0.32;0;0;0;0.32;0;2.378;0.595;0.078;0.112;0;0.19;0;0.19;0.152;0;            NaN;0.396;0.329;0;            NaN;0.427;0.357;0;            NaN;0.471;0.434;0;            NaN
05.03.1959 00:00;5.594;0.352;0;0;0;0.352;0;8.522;2.131;0.189;0.084;0;0.273;0;5.594;0.352;0;0;0;0.352;0;9.339;2.335;0.165;0.066;0;0.231;0;5.594;0.352;0;0;0;0.352;0;9.825;2.456;0.132;0.054;0;0.186;0;5.594;0.352;0;0;0;0.352;0;9.846;2.461;0.238;0.102;0;0.34;0;5.594;0.352;0;0;0;0.352;0;9.17;2.292;0.26;0.112;0;0.372;0;0.372;0.19;0;            NaN;0.716;0.396;0;            NaN;0.627;0.427;0;            NaN;0.701;0.471;0;            NaN
06.03.1959 00:00;6.394;0.437;0;0;0;0.437;0;5.479;1.37;0.175;0.084;0;0.26;0;6.394;0.437;0;0;0;0.437;0;6.154;1.538;0.153;0.066;0;0.22;0;6.394;0.437;0;0;0;0.437;0;6.55;1.637;0.135;0.054;0;0.189;0;6.394;0.437;0;0;0;0.437;0;6.573;1.643;0.255;0.102;0;0.357;0;6.394;0.437;0;0;0;0.437;0;6.99;1.747;0.283;0.112;0;0.395;0;0.395;0.372;0;            NaN;0.918;0.716;0;            NaN;0.936;0.627;0;            NaN;0.887;0.701;0;            NaN
07.03.1959 00:00;6.113;0.444;0;0;0;0.444;0;0.784;0.196;0.06;0.084;0;0.145;0;6.113;0.444;0;0;0;0.444;0;0.941;0.235;0.053;0.066;0;0.12;0;6.113;0.444;0;0;0;0.444;0;1.031;0.258;0.055;0.054;0;0.109;0;6.113;0.444;0;0;0;0.444;0;1.038;0.259;0.113;0.102;0;0.215;0;6.113;0.444;0;0;0;0.444;0;1.434;0.359;0.131;0.112;0;0.243;0;0.243;0.395;0;            NaN;0.72;0.918;0;            NaN;1.038;0.936;0;            NaN;1.081;0.887;0;            NaN
08.03.1959 00:00;5.525;0.417;0;0;0;0.417;0;0.11;0;0.009;0.084;0;0.094;0;5.525;0.417;0;0;0;0.417;0;0.089;0;0.008;0.066;0;0.075;0;5.525;0.417;0;0;0;0.417;0;0;0;0.011;0.054;0;0.065;0;5.525;0.417;0;0;0;0.417;0;0.027;0;0.024;0.102;0;0.126;0;5.525;0.417;0;0;0;0.417;0;0.192;0;0.029;0.112;0;0.141;0;0.141;0.243;0;            NaN;0.434;0.72;0;            NaN;0.794;1.038;0;            NaN;1.132;1.081;0;            NaN
09.03.1959 00:00;5.056;0.501;0;0;0;0.501;0;0.05;0;0.001;0.084;0;0.085;0;5.056;0.501;0;0;0;0.501;0;0.041;0;0.001;0.066;0;0.067;0;5.056;0.501;0;0;0;0.501;0;0;0;0.001;0.054;0;0.055;0;5.056;0.501;0;0;0;0.501;0;0.012;0;0.002;0.102;0;0.105;0;5.056;0.501;0;0;0;0.501;0;0.149;0;0.003;0.112;0;0.115;0;0.115;0.141;0;            NaN;0.3;0.434;0;            NaN;0.501;0.794;0;            NaN;0.879;1.132;0;            NaN
10.03.1959 00:00;3.319;0.438;0;0;0;0.438;0;0;0;0;0.084;0;0.084;0;3.319;0.438;0;0;0;0.438;0;0;0;0;0.066;0;0.066;0;3.319;0.438;0;0;0;0.438;0;0;0;0;0.054;0;0.054;0;3.319;0.438;0;0;0;0.438;0;0;0;0;0.102;0;0.102;0;3.319;0.438;0;0;0;0.438;0;0.056;0;0;0.112;0;0.112;0;0.112;0.115;0;            NaN;0.271;0.3;0;            NaN;0.367;0.501;0;            NaN;0.585;0.879;0;            NaN
11.03.1959 00:00;5.006;0.307;0;0;0;0.307;0;3.939;0.985;0.083;0.084;0;0.168;0;5.006;0.307;0;0;0;0.307;0;4.936;1.234;0.083;0.066;0;0.149;0;5.006;0.307;0;0;0;0.307;0;5.706;1.427;0.071;0.054;0;0.125;0;5.006;0.307;0;0;0;0.307;0;5.672;1.418;0.124;0.102;0;0.227;0;5.006;0.307;0;0;0;0.307;0;5.76;1.44;0.145;0.112;0;0.257;0;0.257;0.112;0;            NaN;0.464;0.271;0;            NaN;0.42;0.367;0;            NaN;0.534;0.585;0;            NaN
12.03.1959 00:00;5.069;0.303;0;0;0;0.303;0;2.533;0.633;0.081;0.084;0;0.165;0;5.069;0.303;0;0;0;0.303;0;3.048;0.762;0.077;0.066;0;0.144;0;5.069;0.303;0;0;0;0.303;0;3.487;0.872;0.073;0.054;0;0.128;0;5.069;0.303;0;0;0;0.303;0;3.458;0.865;0.138;0.102;0;0.24;0;5.069;0.303;0;0;0;0.303;0;3.541;0.885;0.154;0.112;0;0.266;0;0.266;0.257;0;            NaN;0.624;0.464;0;            NaN;0.607;0.42;0;            NaN;0.586;0.534;0;            NaN
13.03.1959 00:00;2.744;0.378;0;0;0;0.378;0;0.365;0.088;0.028;0.084;0;0.112;0;2.744;0.378;0;0;0;0.378;0;0.476;0.119;0.027;0.066;0;0.093;0;2.744;0.378;0;0;0;0.378;0;0.544;0.136;0.03;0.054;0;0.084;0;2.744;0.378;0;0;0;0.378;0;0.544;0.136;0.06;0.102;0;0.163;0;2.744;0.378;0;0;0;0.378;0;0.601;0.15;0.065;0.112;0;0.177;0;0.177;0.266;0;            NaN;0.512;0.624;0;            NaN;0.718;0.607;0;            NaN;0.719;0.586;0;            NaN
14.03.1959 00:00;1.144;0.339;0;0;0;0.339;0;0.012;0;0.004;0.084;0;0.089;0;1.144;0.339;0;0;0;0.339;0;0.05;0;0.004;0.066;0;0.071;0;1.144;0.339;0;0;0;0.339;0;0.062;0;0.006;0.054;0;0.06;0;1.144;0.339;0;0;0;0.339;0;0.066;0;0.013;0.102;0;0.115;0;1.144;0.339;0;0;0;0.339;0;0.109;0;0.013;0.112;0;0.125;0;0.125;0.177;0;            NaN;0.352;0.512;0;            NaN;0.583;0.718;0;            NaN;0.806;0.719;0;            NaN
15.03.1959 00:00;3.206;0.357;0;0;0;0.357;0;0.962;0.241;0.021;0.084;0;0.105;0;3.206;0.357;0;0;0;0.357;0;0.866;0.217;0.015;0.066;0;0.081;0;3.206;0.357;0;0;0;0.357;0;0.894;0.223;0.012;0.054;0;0.066;0;3.206;0.357;0;0;0;0.357;0;0.859;0.215;0.02;0.102;0;0.122;0;3.206;0.357;0;0;0;0.357;0;0.274;0;0.001;0.112;0;0.113;0;0.113;0.125;0;            NaN;0.313;0.352;0;            NaN;0.433;0.583;0;            NaN;0.688;0.806;0;            NaN
16.03.1959 00:00;1.894;0.403;0;0;0;0.403;0;1.991;0.498;0.049;0.084;0;0.133;0;1.894;0.403;0;0;0;0.403;0;2.168;0.542;0.041;0.066;0;0.107;0;1.894;0.403;0;0;0;0.403;0;2.194;0.548;0.032;0.054;0;0.086;0;1.894;0.403;0;0;0;0.403;0;2.226;0.557;0.058;0.102;0;0.16;0;1.894;0.403;0;0;0;0.403;0;2.717;0.679;0.068;0.112;0;0.18;0;0.18;0.113;0;            NaN;0.36;0.313;0;            NaN;0.42;0.433;0;            NaN;0.566;0.688;0;            NaN
17.03.1959 00:00;1.212;0.482;0;0;0;0.482;0;0.706;0.177;0.029;0.084;0;0.114;0;1.212;0.482;0;0;0;0.482;0;0.806;0.202;0.025;0.066;0;0.092;0;1.212;0.482;0;0;0;0.482;0;0.812;0.203;0.022;0.054;0;0.077;0;1.212;0.482;0;0;0;0.482;0;0.834;0.209;0.044;0.102;0;0.146;0;1.212;0.482;0;0;0;0.482;0;1.209;0.302;0.061;0.112;0;0.173;0;0.173;0.18;0;            NaN;0.403;0.36;0;            NaN;0.452;0.42;0;            NaN;0.534;0.566;0;            NaN
18.03.1959 00:00;0.369;0.539;0;0;0;0.539;0;0;0;0.006;0.084;0;0.091;0;0.369;0.539;0;0;0;0.539;0;0;0;0.005;0.066;0;0.072;0;0.369;0.539;0;0;0;0.539;0;0;0;0.006;0.054;0;0.06;0;0.369;0.539;0;0;0;0.539;0;0;0;0.013;0.102;0;0.116;0;0.369;0.539;0;0;0;0.539;0;0.012;0;0.018;0.112;0;0.13;0;0.13;0.173;0;            NaN;0.349;0.403;0;            NaN;0.475;0.452;0;            NaN;0.542;0.534;0;            NaN
19.03.1959 00:00;3.2;0.348;0;0;0;0.348;0;0.048;0;0.001;0.084;0;0.085;0;3.2;0.348;0;0;0;0.348;0;0.248;0;0;0.066;0;0.067;0;3.2;0.348;0;0;0;0.348;0;0.344;0;0.001;0.054;0;0.055;0;3.2;0.348;0;0;0;0.348;0;0.357;0;0.002;0.102;0;0.104;0;3.2;0.348;0;0;0;0.348;0;0.289;0;0.002;0.112;0;0.114;0;0.114;0.13;0;            NaN;0.289;0.349;0;            NaN;0.416;0.475;0;            NaN;0.56;0.542;0;            NaN
20.03.1959 00:00;6.075;0.376;0;0;0;0.376;0;0.531;0;0;0.084;0;0.084;0;6.075;0.376;0;0;0;0.376;0;0.319;0;0;0.066;0;0.066;0;6.075;0.376;0;0;0;0.376;0;0.156;0;0;0.054;0;0.054;0;6.075;0.376;0;0;0;0.376;0;0.162;0;0;0.102;0;0.102;0;6.075;0.376;0;0;0;0.376;0;0.31;0;0;0.112;0;0.112;0;0.112;0.114;0;            NaN;0.271;0.289;0;            NaN;0.355;0.416;0;            NaN;0.5;0.56;0;            NaN
21.03.1959 00:00;7.319;0.439;0;0;0;0.439;0;2.122;0.53;0.045;0.084;0;0.129;0;7.319;0.439;0;0;0;0.439;0;1.723;0.431;0.029;0.066;0;0.095;0;7.319;0.439;0;0;0;0.439;0;1.444;0.361;0.018;0.054;0;0.072;0;7.319;0.439;0;0;0;0.439;0;1.444;0.361;0.032;0.102;0;0.134;0;7.319;0.439;0;0;0;0.439;0;1.704;0.426;0.043;0.112;0;0.155;0;0.155;0.112;0;            NaN;0.318;0.271;0;            NaN;0.366;0.355;0;            NaN;0.485;0.5;0;            NaN
22.03.1959 00:00;8.7;0.358;0;0;0;0.358;0;2.544;0.636;0.068;0.084;0;0.153;0;8.7;0.358;0;0;0;0.358;0;2.686;0.672;0.054;0.066;0;0.121;0;8.7;0.358;0;0;0;0.358;0;2.787;0.697;0.042;0.054;0;0.096;0;8.7;0.358;0;0;0;0.358;0;2.787;0.697;0.077;0.102;0;0.179;0;8.7;0.358;0;0;0;0.358;0;3.089;0.772;0.097;0.112;0;0.209;0;0.209;0.155;0;            NaN;0.43;0.318;0;            NaN;0.439;0.366;0;            NaN;0.519;0.485;0;            NaN
23.03.1959 00:00;9.062;0.383;0;0;0;0.383;0;1.398;0.35;0.049;0.084;0;0.133;0;9.062;0.383;0;0;0;0.383;0;1.139;0.285;0.034;0.066;0;0.101;0;9.062;0.383;0;0;0;0.383;0;0.969;0.242;0.028;0.054;0;0.082;0;9.062;0.383;0;0;0;0.383;0;0.969;0.242;0.054;0.102;0;0.157;0;9.062;0.383;0;0;0;0.383;0;1.131;0.283;0.066;0.112;0;0.178;0;0.178;0.209;0;            NaN;0.447;0.43;0;            NaN;0.531;0.439;0;            NaN;0.572;0.519;0;            NaN
24.03.1959 00:00;9.825;0.46;0;0;0;0.46;0;3.292;0.823;0.081;0.084;0;0.166;0;9.825;0.46;0;0;0;0.46;0;3.147;0.787;0.06;0.066;0;0.127;0;9.825;0.46;0;0;0;0.46;0;3.094;0.773;0.046;0.054;0;0.1;0;9.825;0.46;0;0;0;0.46;0;3.08;0.77;0.083;0.102;0;0.186;0;9.825;0.46;0;0;0;0.46;0;2.971;0.743;0.093;0.112;0;0.205;0;0.205;0.178;0;            NaN;0.464;0.447;0;            NaN;0.574;0.531;0;            NaN;0.697;0.572;0;            NaN
25.03.1959 00:00;7.037;0.414;0;0;0;0.414;0;9.753;2.438;0.23;0.084;0;0.314;0;7.037;0.414;0;0;0;0.414;0;8.913;2.228;0.167;0.066;0;0.233;0;7.037;0.414;0;0;0;0.414;0;8.144;2.036;0.118;0.054;0;0.172;0;7.037;0.414;0;0;0;0.414;0;8.213;2.053;0.216;0.102;0;0.318;0;7.037;0.414;0;0;0;0.414;0;9.134;2.283;0.265;0.112;0;0.377;0;0.377;0.205;0;            NaN;0.695;0.464;0;            NaN;0.697;0.574;0;            NaN;0.889;0.697;0;            NaN
26.03.1959 00:00;4.5;0.399;0;0;0;0.399;0;3.812;0.953;0.15;0.084;0;0.234;0;4.5;0.399;0;0;0;0.399;0;3.638;0.91;0.11;0.066;0;0.176;0;4.5;0.399;0;0;0;0.399;0;3.475;0.869;0.089;0.054;0;0.143;0;4.5;0.399;0;0;0;0.399;0;3.489;0.872;0.172;0.102;0;0.274;0;4.5;0.399;0;0;0;0.399;0;3.688;0.922;0.201;0.112;0;0.313;0;0.313;0.377;0;            NaN;0.794;0.695;0;            NaN;0.871;0.697;0;            NaN;0.931;0.889;0;            NaN
27.03.1959 00:00;6.2;0.276;0;0;0;0.276;0;0.577;0.144;0.046;0.084;0;0.13;0;6.2;0.276;0;0;0;0.276;0;0.901;0.225;0.039;0.066;0;0.106;0;6.2;0.276;0;0;0;0.276;0;1.15;0.287;0.039;0.054;0;0.093;0;6.2;0.276;0;0;0;0.276;0;1.141;0.285;0.079;0.102;0;0.181;0;6.2;0.276;0;0;0;0.276;0;1.31;0.327;0.09;0.112;0;0.202;0;0.202;0.313;0;            NaN;0.587;0.794;0;            NaN;0.9;0.871;0;            NaN;1.001;0.931;0;            NaN
28.03.1959 00:00;5.825;0.263;0;0;0;0.263;0;0.881;0.22;0.025;0.084;0;0.11;0;5.825;0.263;0;0;0;0.263;0;1.232;0.308;0.027;0.066;0;0.094;0;5.825;0.263;0;0;0;0.263;0;1.538;0.384;0.028;0.054;0;0.082;0;5.825;0.263;0;0;0;0.263;0;1.517;0.379;0.053;0.102;0;0.155;0;5.825;0.263;0;0;0;0.263;0;1.198;0.3;0.052;0.112;0;0.164;0;0.164;0.202;0;            NaN;0.439;0.587;0;            NaN;0.681;0.9;0;            NaN;1.01;1.001;0;            NaN
29.03.1959 00:00;6.369;0.293;0;0;0;0.293;0;0.398;0.1;0.015;0.084;0;0.099;0;6.369;0.293;0;0;0;0.293;0;1.198;0.3;0.027;0.066;0;0.094;0;6.369;0.293;0;0;0;0.293;0;1.737;0.434;0.031;0.054;0;0.085;0;6.369;0.293;0;0;0;0.293;0;1.735;0.434;0.057;0.102;0;0.159;0;6.369;0.293;0;0;0;0.293;0;1.841;0.46;0.062;0.112;0;0.174;0;0.174;0.164;0;            NaN;0.408;0.439;0;            NaN;0.533;0.681;0;            NaN;0.78;1.01;0;            NaN
30.03.1959 00:00;4.7;0.325;0;0;0;0.325;0;2.514;0.629;0.057;0.084;0;0.141;0;4.7;0.325;0;0;0;0.325;0;1.741;0.435;0.036;0.066;0;0.103;0;4.7;0.325;0;0;0;0.325;0;1.181;0.295;0.025;0.054;0;0.079;0;4.7;0.325;0;0;0;0.325;0;1.191;0.298;0.048;0.102;0;0.15;0;4.7;0.325;0;0;0;0.325;0;1.586;0.397;0.063;0.112;0;0.175;0;0.175;0.174;0;            NaN;0.404;0.408;0;            NaN;0.51;0.533;0;            NaN;0.674;0.78;0;            NaN
31.03.1959 00:00;5.35;0.347;0;0;0;0.347;0;1.119;0.28;0.041;0.084;0;0.126;0;5.35;0.347;0;0;0;0.347;0;0.625;0.156;0.02;0.066;0;0.087;0;5.35;0.347;0;0;0;0.347;0;0.281;0.054;0.01;0.054;0;0.065;0;5.35;0.347;0;0;0;0.347;0;0.284;0.056;0.021;0.102;0;0.123;0;5.35;0.347;0;0;0;0.347;0;0.428;0.107;0.032;0.112;0;0.144;0;0.144;0.175;0;            NaN;0.363;0.404;0;            NaN;0.49;0.51;0;            NaN;0.636;0.674;0;            NaN
01.04.1959 00:00;7.613;0.405;0;0;0;0.405;0;0;0;0.01;0.084;0;0.094;0;7.613;0.405;0;0;0;0.405;0;0;0;0.004;0.066;0;0.071;0;7.613;0.405;0;0;0;0.405;0;0;0;0.002;0.054;0;0.056;0;7.613;0.405;0;0;0;0.405;0;0;0;0.005;0.102;0;0.107;0;7.613;0.405;0;0;0;0.405;0;0.012;0;0.008;0.112;0;0.12;0;0.12;0.144;0;            NaN;0.307;0.363;0;            NaN;0.433;0.49;0;            NaN;0.584;0.636;0;            NaN
